# Athena++ data at time=5.000000e-01  cycle=65 
# gid   i       x1v         z4c_chi         z4c_gxx         z4c_gxy         z4c_gxz         z4c_gyy         z4c_gyz         z4c_gzz         z4c_Khat         z4c_Axx         z4c_Axy         z4c_Axz         z4c_Ayy         z4c_Ayz         z4c_Azz         z4c_Gamx         z4c_Gamy         z4c_Gamz         z4c_Theta         z4c_alpha         z4c_betax         z4c_betay         z4c_betaz     
00218 0008  3.90625e+00  6.18095e-01  1.00043e+00  2.55348e-05  2.55348e-05  9.99788e-01  1.02153e-06  9.99788e-01 -4.14014e-04 -1.09258e-03 -6.56539e-05 -6.56539e-05  5.45938e-04 -2.62625e-06  5.45938e-04  1.55972e-05  6.27639e-07  6.27639e-07  3.14837e-08  7.86373e-01  1.08157e-05  4.33125e-07  4.33125e-07
00218 0009  4.21875e+00  6.39235e-01  1.00034e+00  1.89407e-05  1.89407e-05  9.99830e-01  7.01533e-07  9.99830e-01 -3.25939e-04 -8.60248e-04 -4.77993e-05 -4.77993e-05  4.29903e-04 -1.77131e-06  4.29903e-04  5.40429e-06  1.92247e-07  1.92247e-07 -3.60781e-07  7.99668e-01  7.83142e-06  2.90635e-07  2.90635e-07
00218 0010  4.53125e+00  6.58201e-01  1.00028e+00  1.42674e-05  1.42674e-05  9.99862e-01  4.92350e-07  9.99862e-01 -2.62436e-04 -6.86807e-04 -3.53725e-05 -3.53725e-05  3.43261e-04 -1.22517e-06  3.43261e-04  3.59088e-07 -2.65179e-08 -2.65179e-08  2.37077e-06  8.11415e-01  5.55230e-06  2.11104e-07  2.11104e-07
00218 0011  4.84375e+00  6.75305e-01  1.00023e+00  1.08826e-05  1.08826e-05  9.99887e-01  3.52551e-07  9.99887e-01 -2.10887e-04 -5.51679e-04 -2.67444e-05 -2.67444e-05  2.75746e-04 -8.67799e-07  2.75746e-04 -1.88200e-06 -8.37224e-08 -8.37224e-08  7.25950e-06  8.21868e-01  4.26877e-06  1.64390e-07  1.64390e-07
00225 0004  5.31250e+00  6.98633e-01  1.00017e+00  1.47598e-05  1.47598e-05  9.99917e-01  8.68932e-07  9.99917e-01 -1.53486e-04 -4.02105e-04 -3.55389e-05 -3.55389e-05  2.01001e-04 -2.09331e-06  2.01001e-04 -5.29669e-06 -2.98660e-07 -2.98660e-07 -1.26125e-07  8.35915e-01  2.88824e-06  1.74798e-07  1.74798e-07
00225 0005  5.93750e+00  7.24288e-01  1.00012e+00  9.29643e-06  9.29643e-06  9.99941e-01  4.89884e-07  9.99941e-01 -1.05483e-04 -2.77753e-04 -2.19576e-05 -2.19576e-05  1.38852e-04 -1.15752e-06  1.38852e-04 -4.33532e-06 -2.31749e-07 -2.31749e-07 -9.65414e-08  8.51102e-01  1.78431e-06  9.81449e-08  9.81449e-08
00225 0006  6.56250e+00  7.45962e-01  1.00009e+00  6.08938e-06  6.08938e-06  9.99957e-01  2.90128e-07  9.99957e-01 -7.50425e-05 -1.97996e-04 -1.41639e-05 -1.41639e-05  9.89850e-05 -6.74998e-07  9.89850e-05 -3.80945e-06 -1.82051e-07 -1.82051e-07 -7.16726e-08  8.63728e-01  1.17410e-06  5.77571e-08  5.77571e-08
00225 0007  7.18750e+00  7.64505e-01  1.00006e+00  4.11852e-06  4.11852e-06  9.99968e-01  1.79123e-07  9.99968e-01 -5.48173e-05 -1.44818e-04 -9.45834e-06 -9.45834e-06  7.24022e-05 -4.11414e-07  7.24022e-05 -3.10953e-06 -1.34003e-07 -1.34003e-07 -4.52343e-08  8.74387e-01  8.02719e-07  3.56047e-08  3.56047e-08
00225 0008  7.81250e+00  7.80545e-01  1.00005e+00  2.86379e-06  2.86379e-06  9.99976e-01  1.14582e-07  9.99976e-01 -4.10573e-05 -1.08286e-04 -6.50425e-06 -6.50425e-06  5.41393e-05 -2.60337e-07  5.41393e-05 -2.44314e-06 -9.79045e-08 -9.79045e-08  1.28594e-07  8.83505e-01  5.35001e-07  2.28563e-08  2.28563e-08
00225 0009  8.43750e+00  7.94551e-01  1.00004e+00  2.04261e-06  2.04261e-06  9.99982e-01  7.56651e-08  9.99982e-01 -3.08449e-05 -8.25972e-05 -4.60578e-06 -4.60578e-06  4.12963e-05 -1.70392e-07  4.12963e-05 -1.65803e-06 -7.15609e-08 -7.15609e-08 -1.02759e-07  8.91392e-01  4.62577e-07  1.51179e-08  1.51179e-08
00225 0010  9.06250e+00  8.06886e-01  1.00003e+00  1.46365e-06  1.46365e-06  9.99986e-01  5.03579e-08  9.99986e-01 -1.95554e-05 -6.05801e-05 -3.23329e-06 -3.23329e-06  3.02888e-05 -1.10608e-07  3.02888e-05 -4.13911e-06 -4.32853e-08 -4.32853e-08 -5.30187e-06  8.98279e-01  5.92926e-07  5.10846e-09  5.10846e-09
00225 0011  9.68750e+00  8.17832e-01  1.00001e+00  4.70542e-07  4.70542e-07  9.99996e-01  1.51495e-08  9.99996e-01 -8.09289e-06 -2.57678e-05 -1.33709e-06 -1.33709e-06  1.28837e-05 -4.36028e-08  1.28837e-05 -2.57006e-06 -9.69608e-09 -9.69608e-09 -5.00619e-06  9.04344e-01  6.50012e-07 -1.36496e-09 -1.36496e-09
